span	size	face	marker	line	page
to avoid kinks in the hose.	12.0	0	-1	1299	48
The “halo” on the top of the stanchion serves as protection and lifting	12.0	0	-1	1299	48
handle for the monitor.	12.0	0	-1	1300	48
The monitor can be operated either manually or by the remote-control box.  The remote-control	12.0	0	-1	1301	48
box is strictly wired and not operated by Radio Frequency (RF, “wireless”).  The remote-control	12.0	0	-1	1302	48
can be operated while dismounted or from inside truck’s cab.	12.0	0	-1	1303	48
The Monitor Electrical Connector	12.0	0	-1	1303	48
on the back of the Power Unit supplies power (12 VDC) to the remote-control monitor and its	12.0	0	-1	1304	48
controller and establishes the connection to turn the water flow on and off when system is in	12.0	0	-1	1305	48
REMOTE MONITOR mode.	12.0	0	-1	1306	48
<img0127>	-1.0	-1	-1	1307	48
<img0128>	-1.0	-1	-1	1308	48
Insert Stanchion in	9.960000038146973	1	-1	1309	48
Davit Pocket	9.960000038146973	1	-1	1310	48
<img0129>	-1.0	-1	-1	1311	48
<img0130>	-1.0	-1	-1	1312	48
Davit Pocket Cover	9.960000038146973	1	-1	1313	48
<img0131>	-1.0	-1	-1	1314	48
<img0132>	-1.0	-1	-1	1315	48
Davit Pocket Pin Placement	9.960000038146973	1	-1	1316	48
Hole	9.960000038146973	1	-1	1317	48
<img0133>	-1.0	-1	-1	1318	48
<img0134>	-1.0	-1	-1	1319	48
Re-Insert Pin	9.960000038146973	1	-1	1320	48
Davit Pocket Pin	9.960000038146973	1	-1	1321	48
VMDS Technical and Operators Manual	9.960000038146973	0	-1	1322	49
ver 2019.2.l	9.960000038146973	0	-1	1322	49
49	12.0	0	2	1323	49
5.5.	12.0	1	0	1324	49
INSTALLATION OF REMOTE-CONTROL BOX (CAB OR DISMOUNTED	12.0	1	-1	1324	49
OPERATIONS)	12.0	1	-1	1325	49
Ensure power unit if turned OFF and selector valves are in the OFF position.	12.0	1	-1	1326	49
1.	12.0	0	2	1327	49
Establish hose connections for REMOTE MONITOR operations.	12.0	0	-1	1327	49
2.	12.0	0	2	1328	49
Connect the remote-control box connector to the MONITOR ELECTRICAL	12.0	0	-1	1328	49
CONNECTOR located on the back of the power unit.	12.0	0	-1	1329	49
Figure 58.  Remote Control Monitor Electrical Connection	12.0	0	-1	1330	49
Although not recommended, it is possible to	12.0	0	-1	1331	49
manually	12.0	1	-1	1331	49
operate the monitor:	12.0	0	-1	1331	49
1.	12.0	0	2	1332	49
Connect the monitor’s remote-control box; and power it up.	12.0	0	-1	1332	49
2.	12.0	0	2	1333	49
Place selector knob to MONITOR instead of REMOTE MONITOR.	12.0	0	-1	1333	49
.	12.0	0	-1	1334	49
Note: The operator can manually turn the handwheels on the monitor to change its position	12.0	0	-1	1335	49
(up, down, left or right).	12.0	0	-1	1336	49
WARNING!	12.0	1	-1	1337	49
For use with VMDS ONLY.	12.0	0	-1	1337	49
Monitor connection is 12 Volts DC,	12.0	0	-1	1337	49
10	12.0	0	2	1338	49
AMP.	12.0	0	-1	1338	49
NEVER attach the Monitor to a 24 Volt DC connection, such as a	12.0	0	-1	1338	49
military vehicle slave connector.	12.0	0	-1	1339	49
This will result in significant system damage	12.0	0	-1	1339	49
and will void all warranties.	12.0	0	-1	1340	49
<img0135>	-1.0	-1	-1	1341	49
<img0136>	-1.0	-1	-1	1342	49
<img0137>	-1.0	-1	-1	1343	49
<img0138>	-1.0	-1	-1	1344	49
Power Unit	8.039999961853027	1	-1	1345	49
(REAR PANEL)	8.039999961853027	1	-1	1346	49
Monitor Remote Connection Port	8.039999961853027	1	-1	1347	49
<img0139>	-1.0	-1	-1	1348	49
Remote Wire-Thru-	8.039999961853027	1	-1	1349	49
Cab Entry Point –	8.039999961853027	1	-1	1350	49
Passenger Side Window	8.039999961853027	1	-1	1351	49
<img0140>	-1.0	-1	-1	1352	49
VMDS Technical and Operators Manual	9.960000038146973	0	-1	1353	50
ver 2019.2.l	9.960000038146973	0	-1	1353	50
50	12.0	0	2	1354	50
6.0	12.0	1	0	1355	50
PRE-OPERATIONAL MAINTENANCE CHECKS (PMCS)	12.0	1	-1	1355	50
CAUTION!	12.0	1	-1	1356	50
Failure to add appropriate fluids prior to starting the VMDS WILL	12.0	1	-1	1356	50
result in system damage and WILL void all warranties.	12.0	1	-1	1357	50
6.1	12.0	1	0	1358	50
PMCS OF THE ENGINE	12.0	1	-1	1358	50
Contact CLS or if not available, the manufacturer with any questions and/or problems.	12.0	0	-1	1359	50
There are two dipsticks on the engine, they both serve the same purpose.	12.0	0	-1	1360	50
The easier one to check	12.0	0	-1	1360	50
is between the alternator and the muffler and accessed via the top door panel.  The other engine	12.0	0	-1	1361	50
oil dipstick is on the opposite side of the engine, facing the compressor.	12.0	0	-1	1362	50
It can be accessed via the	12.0	0	-1	1362	50
front engine access panel on the Power Unit.	12.0	0	-1	1363	50
Check engine/compressor drive belt for fraying, cuts or other physical defects.	12.0	0	-1	1364	50
Verify the engine oil drain valve is closed fully.	12.0	0	-1	1365	50
Check engine oil level using one of the two engine oil dipsticks.	12.0	0	-1	1366	50
To check oil, remove the dipstick,	12.0	0	-1	1366	50
wipe clean, inspect (oil level should be between the two holes in the dipstick). Re-insert it when	12.0	0	-1	1367	50
finished.	12.0	0	-1	1368	50
Check for leaks inside the engine and compressor compartment.	12.0	0	-1	1369	50
Open the top engine access panel by opening latches, then lifting the panel up.  Perform the	12.0	0	-1	1370	50
following checks:	12.0	0	-1	1371	50
Check the engine oil level and quality by removing the engine oil dipstick (located on the	12.0	0	-1	1372	50
compressor side of the engine).  If the oil level is below the minimum mark on the dipstick, oil	12.0	0	-1	1373	50
will need to be added.  Re-check oil level frequently during the oil adding process ensuring the oil	12.0	0	-1	1374	50
level does not exceed the full mark on the dip stick.  DO NOT OVER FILL.  Mid-point on the	12.0	0	-1	1375	50
dipstick marking area is ideal.  If the oil level exceeds the full mark, oil needs to be drained from	12.0	0	-1	1376	50
the system until the checked level falls below the full mark.  Poor quality oil needs to be changed.	12.0	0	-1	1377	50
For oil changes contact CLS.	12.0	0	-1	1378	50
Oil in the engine is based on the operational temperature range requirements:	12.0	0	-1	1379	50
Above 25 deg C (77 deg F):	12.0	0	-1	1380	50
SAE30, SAE10W-30 or 15W-40	12.0	0	-1	1380	50
-10 to 25 deg C (14 to 77 deg F):	12.0	0	-1	1381	50
SAE10W-30 or 15W-40	12.0	0	-1	1381	50
Below -10 deg C (14 deg F ):	12.0	0	-1	1382	50
SAE10W-30	12.0	0	-1	1382	50
Check the tension on the drive belt.  It should not be over or under tight.  Push on the belt itself.	12.0	0	-1	1383	50
There should be approximately a ½ twist in play.	12.0	0	-1	1384	50
If too tight or too loose, contact CLS.	12.0	0	-1	1384	50
Check the tension on the alternator belt.  It should not be over or under tight.  Push on the belt	12.0	0	-1	1385	50
itself.	12.0	0	-1	1386	50
There should be about a ½ twist in play.	12.0	0	-1	1386	50
If too tight or too loose, contact CLS.	12.0	0	-1	1386	50
<img0141>	-1.0	-1	-1	1387	50
VMDS Technical and Operators Manual	9.960000038146973	0	-1	1388	51
ver 2019.2.l	9.960000038146973	0	-1	1388	51
51	12.0	0	2	1389	51
Check the coolant overflow bottle to ensure coolant is present.  If low or not present, fill the	12.0	0	-1	1390	51
overflow bottle to the halfway point only.  Open the radiator cap on the radiator.  Look inside to	12.0	0	-1	1391	51
observe radiator coolant level.  If low, fill to almost the top and replace cap.  Check for leaks.  If	12.0	0	-1	1392	51
coolant loss continues or you notice a leak, contact CLS.	12.0	0	-1	1393	51
NOTE:	12.0	1	-1	1393	51
Coolant loss will cause the	12.0	0	-1	1393	51
engine to overheat and shut down via built in safety features.	12.0	0	-1	1394	51
The Red LED on the power unit	12.0	0	-1	1394	51
operator panel will illuminate if the engine becomes overheated as described in Section 13.0.	12.0	0	-1	1395	51
Figure 59.  Checking the Belt Tension	12.0	0	-1	1396	51
The engine operates with an electric fuel pump that is mounted on the end panel.	12.0	0	-1	1397	51
When draining	12.0	0	-1	1397	51
or changing the filter body ensure that you use the integrated fuel primer pump to re-fill (prime)	12.0	0	-1	1398	51
the fuel/water filter.  To do so, unscrew the knob until the knob is free from the housing and pump	12.0	0	-1	1399	51
14	12.0	0	2	1400	51
times or until full.  Close the knob securely and the fuel/water separator will have enough fuel	12.0	0	-1	1400	51
to be able to start the engine.	12.0	0	-1	1401	51
Figure 60.	12.0	0	-1	1402	51
Fuel/Water Separator Placement	12.0	0	-1	1402	51
<img0142>	-1.0	-1	-1	1403	51
Engine Oil Dipstick	9.0	1	-1	1404	51
<img0143>	-1.0	-1	-1	1405	51
Engine/Compressor Drive Belt	9.0	1	-1	1406	51
<img0144>	-1.0	-1	-1	1407	51
Alternator Belt	9.0	1	-1	1408	51
<img0145>	-1.0	-1	-1	1409	51
<img0146>	-1.0	-1	-1	1410	51
Belt Tension	9.0	1	-1	1411	51
½ Twist ONLY	9.0	1	-1	1412	51
<img0147>	-1.0	-1	-1	1413	51
<img0148>	-1.0	-1	-1	1414	51
<img0149>	-1.0	-1	-1	1415	51
<img0150>	-1.0	-1	-1	1416	51
VMDS Technical and Operators Manual	9.960000038146973	0	-1	1417	52
ver 2019.2.l	9.960000038146973	0	-1	1417	52
52	12.0	0	2	1418	52
When inspecting the plastic bowl on the fuel separator, look for any type of color difference which	12.0	0	-1	1419	52
would indicate that there is water condensation or water in the jerry/fuel can.	12.0	0	-1	1420	52
If this is the case,	12.0	0	-1	1420	52
unscrew the drain cock and eliminate the water until the color is uniform.  Close the drain cock	12.0	0	-1	1421	52
securely but do not over tighten.  Dispose of the drained water and contaminated fuel appropriately.	12.0	0	-1	1422	52
DO NOT ALLOW	12.0	1	-1	1423	52
water to enter the engine.  Check the fuel/water separator before use of the	12.0	0	-1	1423	52
Power Unit.	12.0	0	-1	1424	52
If excess water is seen in the plastic bowl separator, remove the fuel from the fuel	12.0	0	-1	1424	52
container and re-fill with fresh, uncontaminated fuel.  If problem persists, contact CLS.	12.0	0	-1	1425	52
Figure 61.	12.0	0	-1	1426	52
Fuel/Water Separator	12.0	0	-1	1426	52
Open the top engine access panel.	12.0	1	-1	1427	52
Perform the following checks:	12.0	1	-1	1427	52
1.	12.0	0	2	1428	52
Check the antifreeze reservoir.	12.0	0	-1	1428	52
The antifreeze level must be between the low and full marks	12.0	0	-1	1428	52
on the reservoir.	12.0	0	-1	1429	52
Add antifreeze to the reservoir if necessary.	12.0	0	-1	1429	52
2.	12.0	0	2	1430	52
Remove compressor air filter cap and filter.	12.0	0	-1	1430	52
Now the engine air filter is accessible.	12.0	0	-1	1430	52
3.	12.0	0	2	1431	52
Check the engine air filter by removing the air filter cleaner body cover.	12.0	0	-1	1431	52
Check for dust in	12.0	0	-1	1431	52
the body and on the air filter.	12.0	0	-1	1432	52
Wipe clean and shake off the air filter if dusty, then clean and	12.0	0	-1	1432	52
replace.	12.0	0	-1	1433	52
You can also blow off the air filter with compressed air.  Avoid getting dust into	12.0	0	-1	1433	52
the air inlet duct work.	12.0	0	-1	1434	52
Note:	12.0	1	-1	1434	52
Air filter cover is marked TOP to ensure that the cover is	12.0	0	-1	1434	52
returned to the air filter body correctly.	12.0	0	-1	1435	52
4.	12.0	0	2	1436	52
Check the engine oil (dipstick).	12.0	0	-1	1436	52
5.	12.0	0	2	1437	52
Check for leaks inside the engine compartment.	12.0	0	-1	1437	52
6.	12.0	0	2	1438	52
Check engine alternator fan belt for fraying, cuts or other physical defects.	12.0	0	-1	1438	52
7.	12.0	0	2	1439	52
Contact CLS if any problems are encountered.	12.0	0	-1	1439	52
Figure 62.	12.0	0	-1	1440	52
Oil/Air Separator Filter on top of the Compressor	12.0	0	-1	1440	52
<img0151>	-1.0	-1	-1	1441	52
<img0152>	-1.0	-1	-1	1442	52
Integrated Fuel	9.960000038146973	1	-1	1443	52
Primer Pump Knob	9.960000038146973	1	-1	1444	52
<img0153>	-1.0	-1	-1	1445	52
Drain	9.960000038146973	1	-1	1446	52
Cock	9.960000038146973	1	-1	1447	52
<img0154>	-1.0	-1	-1	1448	52
Changeable	9.960000038146973	1	-1	1449	52
Filter Body	9.960000038146973	1	-1	1450	52
<img0155>	-1.0	-1	-1	1451	52
Plastic Bowl Separator	9.960000038146973	1	-1	1452	52
DO NOT DISPOSE OF	9.960000038146973	1	-1	1453	52
THE SEPARATOR – IT	9.960000038146973	1	-1	1454	52
IS REUSEABLE	9.960000038146973	1	-1	1455	52
<img0156>	-1.0	-1	-1	1456	52
VMDS Technical and Operators Manual	9.960000038146973	0	-1	1457	53
ver 2019.2.l	9.960000038146973	0	-1	1457	53
53	12.0	0	2	1458	53
Figure 64.	12.0	0	-1	1459	53
Engine Air Filter Cover                      Figure 63.	12.0	0	-1	1459	53
Compressor Air Filter	12.0	0	-1	1459	53
cover removed)	12.0	0	-1	1460	53
When finished with these checks, replace the top engine access panel and secure the latches.	12.0	1	-1	1461	53
If the engine is hard to start or starts briefly and stalls due to lack of fuel flow, contact CLS.	12.0	0	-1	1462	53
ENGINE SERVICE INTERVALS	12.0	1	-1	1463	53
<img0157>	-1.0	-1	-1	1464	53
<img0158>	-1.0	-1	-1	1465	53
<img0159>	-1.0	-1	-1	1466	53
VMDS Technical and Operators Manual	9.960000038146973	0	-1	1467	54
ver 2019.2.l	9.960000038146973	0	-1	1467	54
54	12.0	0	2	1468	54
OIL CHANGE INTERVAL:	12.0	0	-1	1469	54
Oil Change (Initial):	12.0	0	-1	1470	54
50	12.0	0	2	1470	54
hours	12.0	0	-1	1470	54
Oil Change (Subsequent):	12.0	0	-1	1471	54
100 hours	12.0	0	-1	1471	54
Oil Filter Cartridge Change:   200 hours	12.0	0	-1	1472	54
In dusty environments, oil, oil filters and air filters may need to be checked and changed more	12.0	0	-1	1473	54
frequently.	12.0	0	-1	1474	54
VMDS Technical and Operators Manual	9.960000038146973	0	-1	1475	55
ver 2019.2.l	9.960000038146973	0	-1	1475	55
55	12.0	0	2	1476	55
6.2	12.0	1	0	1477	55
PMCS OF THE COMPRESSOR	12.0	1	-1	1477	55
CAUTION!	12.0	1	-1	1478	55
Turn Main Air Control to the ‘OFF’ position before servicing	12.0	1	-1	1478	55
compressor!	12.0	1	-1	1479	55
Perform the following checks on the compressor:	12.0	0	-1	1480	55
1.	12.0	0	2	1481	55
Check compressor air filter for dust.	12.0	0	-1	1481	55
Clean if needed - filter needs to be dry.	12.0	0	-1	1481	55
If air filter is	12.0	0	-1	1481	55
clean, replace the filter cover; if not, replace the air filter before reinstalling filter cover.	12.0	0	-1	1482	55
2.	12.0	0	2	1483	55
Check compressor oil level.	12.0	0	-1	1483	55
3.	12.0	0	2	1484	55
Check the air pressure setting on the air compressor gauge (control panel). Regulated	12.0	0	-1	1484	55
pressure should be at 100 psi and the Limit Switch at 115 psi.	12.0	0	-1	1485	55
See Figure 67.	12.0	0	-1	1485	55
Contact	12.0	0	-1	1485	55
CLS if the adjustment is out of specification.	12.0	0	-1	1486	55
4.	12.0	0	2	1487	55
Check compressor drive belt for fraying, cuts or other physical defects.	12.0	0	-1	1487	55
It should twist no	12.0	0	-1	1487	55
more than ½ twist.	12.0	0	-1	1488	55
Contact CLS if adjustment of the belt is required.	12.0	0	-1	1488	55
5.	12.0	0	2	1489	55
Check for leaks in the compressor compartment.	12.0	0	-1	1489	55
6.	12.0	0	2	1490	55
Check that all the hoses and connectors are in place.	12.0	0	-1	1490	55
7.	12.0	0	2	1491	55
Contact CLS if any problems are encountered.	12.0	0	-1	1491	55
Compressor Oil Sight Glasses are located on the right side of the power unit.	12.0	0	-1	1492	55
The oil level must	12.0	0	-1	1492	55
always be visible in the lower glass.	12.0	0	-1	1493	55
When the system is not running, the proper oil level in the	12.0	0	-1	1493	55
upper sight glass creates a line across the upper portion of the glass.	12.0	0	-1	1494	55
If compressor oil is low,	12.0	0	-1	1494	55
remove the side access panel of the power module and then remove the oil plug.	12.0	0	-1	1495	55
Add the oil.	12.0	0	-1	1495	55
Once	12.0	0	-1	1495	55
the oil is added, reinstall the oil plug, check for leaks, and replace the side access panel.	12.0	0	-1	1496	55
Figure 65.	12.0	0	-1	1497	55
Compressor Oil Fill and Sight Glasses	12.0	0	-1	1497	55
WARNING!	12.0	1	-1	1498	55
DO NOT	12.0	1	-1	1498	55
attempt to run the system if the compressor oil level is not	12.0	0	-1	1498	55
visible in the top sight glass.	12.0	0	-1	1499	55
Compressor oil level must not be checked when the	12.0	0	-1	1499	55
system is running as oil is being pulled from the	12.0	0	-1	1500	55
reservoir.	12.0	0	-1	1500	55
Compressor Oil Fill	9.960000038146973	1	-1	1501	55
<img0160>	-1.0	-1	-1	1502	55
<img0161>	-1.0	-1	-1	1503	55
Compressor Oil Sight Glasses	9.960000038146973	1	-1	1504	55
<img0162>	-1.0	-1	-1	1505	55
VMDS Technical and Operators Manual	9.960000038146973	0	-1	1506	56
ver 2019.2.l	9.960000038146973	0	-1	1506	56
56	12.0	0	2	1507	56
Remove air intake filter cover by unsnapping the clips.  Remove cover to expose filters.  NOTE –	12.0	0	-1	1508	56
There is an inner and outer filter.	12.0	0	-1	1509	56
Both filters simply pull out of the housing.  Dust can be blown	12.0	0	-1	1509	56
off with compressed air.	12.0	0	-1	1510	56
Replace if necessary.	12.0	0	-1	1510	56
NOTE:	12.0	1	-1	1510	56
ALL air filters must be replaced after a	12.0	0	-1	1510	56
real-world decontamination mission, as the filters may have trapped CBRN contamination in them.	12.0	0	-1	1511	56
Figure 66.	12.0	0	-1	1512	56
Air Compressor Air Intakes and Filters	12.0	0	-1	1512	56
Compressor Air Pressure Gauge Setting – Check the compressor air pressure gauge to ensure it is	12.0	0	-1	1513	56
in the correct position, with the Limit Switch set at 115 psi.	12.0	0	-1	1514	56
This gauge setting is a factory preset.	12.0	0	-1	1514	56
Contact CLS if the pressure gauge is not set correctly.	12.0	0	-1	1515	56
The gauge needle should read between 100	12.0	0	-1	1515	56
<img0163>	-1.0	-1	-1	1516	56
<img0164>	-1.0	-1	-1	1517	56
Compressor Air Intake Filter Cover Clips	9.960000038146973	1	-1	1518	56
<img0165>	-1.0	-1	-1	1519	56
<img0166>	-1.0	-1	-1	1520	56
Compressor Outer Air Intake	9.960000038146973	1	-1	1521	56
Filter	9.960000038146973	1	-1	1522	56
<img0167>	-1.0	-1	-1	1523	56
<img0168>	-1.0	-1	-1	1524	56
Compressor Inner Air	9.960000038146973	1	-1	1525	56
Intake Filter	9.960000038146973	1	-1	1526	56
VMDS Technical and Operators Manual	9.960000038146973	0	-1	1527	57
ver 2019.2.l	9.960000038146973	0	-1	1527	57
57	12.0	0	2	1528	57
– 110 psi when operating.	12.0	0	-1	1529	57
If it rises above 115 psi the system will automatically shut down to	12.0	0	-1	1529	57
protect the operator and equipment.	12.0	0	-1	1530	57
Contact CLS if the Limit Switch appears to be out of	12.0	0	-1	1530	57
adjustment.	12.0	0	-1	1531	57
Figure 67.	12.0	0	-1	1532	57
Compressor Air Pressure Gauge with Gauge Needle and Limit Switch	12.0	0	-1	1532	57
CAUTION!	12.0	1	-1	1533	57
The Limit Switch setting of 115 psi is a factory preset.	12.0	0	-1	1533	57
Contact CLS if	12.0	0	-1	1533	57
it is not at this setting.	12.0	0	-1	1534	57
Compressor Oil Filter – Change the filter initially at 50 hours of run time then 500 hours or	12.0	0	-1	1535	57
annually, whichever is sooner.  Change the filter more frequently in dusty environments or if	12.0	0	-1	1536	57
mixing dusty decontaminant powders such as STB or HTH, immediately after the mission.	12.0	0	-1	1537	57
Compressor Oil/Air Filter – Change initially at 50 hours of run time and then 500 hours or	12.0	0	-1	1538	57
annually, whichever comes first.	12.0	0	-1	1539	57
If the unit is being used in rough and dusty terrain, the air filters	12.0	0	-1	1539	57
may need to be changed sooner.	12.0	0	-1	1540	57
Change the filter more frequently in dusty environments or if	12.0	0	-1	1540	57
mixing dusty decontaminant powders such as STB or HTH, immediately after the mission.	12.0	0	-1	1541	57
Figure 68.	12.0	0	-1	1542	57
Compressor Oil Filter and Oil/Air Filter	12.0	0	-1	1542	57
6.3	12.0	1	0	1543	57
PMCS OF BATTERY	12.0	1	-1	1543	57
1.	12.0	0	2	1544	57
Open the battery box and inspect/check battery terminals for corrosion and clean if required.	12.0	0	-1	1544	57
2.	12.0	0	2	1545	57
Look at the expiration date of the battery.	12.0	0	-1	1545	57
a.	12.0	0	2	1546	57
Replace if weak or at expiration date.	12.0	0	-1	1546	57
<img0169>	-1.0	-1	-1	1547	57
<img0170>	-1.0	-1	-1	1548	57
Compressor Oil/Air Filter	9.960000038146973	1	-1	1549	57
Separates oil particles from the compressed air	9.0	0	-1	1550	57
<img0171>	-1.0	-1	-1	1551	57
Compressor Oil Filter	9.960000038146973	1	-1	1552	57
<img0172>	-1.0	-1	-1	1553	57
Limit Switch	9.0	1	-1	1554	57
Gauge Needle	9.0	1	-1	1555	57
<img0173>	-1.0	-1	-1	1556	57
VMDS Technical and Operators Manual	9.960000038146973	0	-1	1557	58
ver 2019.2.l	9.960000038146973	0	-1	1557	58
58	12.0	0	2	1558	58
6.4	12.0	1	0	1559	58
PMCS OF FUEL & FUEL SUPPLY FITTINGS	12.0	1	-1	1559	58
1.	12.0	0	2	1560	58
USE ONLY DIESEL FUEL (No gasoline) –	12.0	1	-1	1560	58
using the wrong fuel type WILL result in	12.0	0	-1	1560	58
system damage!	12.0	0	-1	1561	58
ONLY use non-metal containers.	12.0	0	-1	1561	58
The system will run on JP-4, JP-5 and JP-8	12.0	0	-1	1561	58
grade Diesel fuels.	12.0	0	-1	1562	58
2.	12.0	0	2	1563	58
Inspect the fuel connections (supply and return) for any evidence of leaks.	12.0	0	-1	1563	58
3.	12.0	0	2	1564	58
Ensure all air discharge ports are properly capped and all valves are in closed/off position.	12.0	0	-1	1564	58
Figure 70.	12.0	0	-1	1565	58
Fuel Line Connections	12.0	0	-1	1565	58
6.5	12.0	1	0	1566	58
PMCS OF TANKS	12.0	1	-1	1566	58
1.	12.0	0	2	1567	58
Verify the Fluid In/Drain valve is completely closed (no evidence of liquid leakage).	12.0	0	-1	1567	58
2.	12.0	0	2	1568	58
Verify the Hopper Blender cover is securely attached.	12.0	0	-1	1568	58
<img0174>	-1.0	-1	-1	1569	58
Figure 69.	12.0	0	-1	1570	58
Battery Terminals	12.0	0	-1	1570	58
<img0175>	-1.0	-1	-1	1571	58
Fuel supply connections	9.960000038146973	1	-1	1572	58
VMDS Technical and Operators Manual	9.960000038146973	0	-1	1573	59
ver 2019.2.l	9.960000038146973	0	-1	1573	59
59	12.0	0	2	1574	59
3.	12.0	0	2	1575	59
Check Fluid Input port for leaks.	12.0	0	-1	1575	59
4.	12.0	0	2	1576	59
Check Draft Input port for leaks.	12.0	0	-1	1576	59
5.	12.0	0	2	1577	59
Check the ratchet tie down straps daily to ensure they are tight to the vehicle or trailer.	12.0	0	-1	1577	59
Figure 71.	12.0	0	-1	1578	59
Dust Caps and Connections PMCS	12.0	0	-1	1578	59
Fluid Input	9.960000038146973	1	-1	1579	59
Fluid In/Drain	9.960000038146973	1	-1	1580	59
<img0176>	-1.0	-1	-1	1581	59
<img0177>	-1.0	-1	-1	1582	59
Draft Input	9.960000038146973	1	-1	1583	59
<img0178>	-1.0	-1	-1	1584	59
<img0179>	-1.0	-1	-1	1585	59
Hopper Blender	9.960000038146973	1	-1	1586	59
Cover	9.960000038146973	1	-1	1587	59
<img0180>	-1.0	-1	-1	1588	59
VMDS Technical and Operators Manual	9.960000038146973	0	-1	1589	60
ver 2019.2.l	9.960000038146973	0	-1	1589	60
60	12.0	0	2	1590	60
7.0	12.0	1	0	1591	60
VMDS OPERATION	12.0	1	-1	1591	60
NOTE: Ensure that SELECTOR VALVES, PUMP CONTROL VALVE and AIR	12.0	1	-1	1592	60
CONTROL VALVE are all in the OFF position before starting Power Unit.	12.0	1	-1	1593	60
7.1	12.0	1	0	1594	60
POWER UNIT STARTING PROCEDURE	12.0	1	-1	1594	60
1.	12.0	0	2	1595	60
Press the	12.0	0	-1	1595	60
GREEN	12.0	1	-1	1595	60
start button	12.0	0	-1	1595	60
ONE TIME	12.0	1	-1	1595	60
. Status display in window shows software	12.0	0	-1	1595	60
loading.	12.0	0	-1	1596	60
2.	12.0	0	2	1597	60
Press the	11.039999961853027	0	-1	1597	60
GREEN	11.039999961853027	1	-1	1597	60
start engine button a	11.039999961853027	0	-1	1597	60
second time	11.039999961853027	1	-1	1597	60
; the	11.039999961853027	0	-1	1597	60
RED	11.039999961853027	1	-1	1597	60
LED	11.039999961853027	0	-1	1597	60
glow plug	11.039999961853027	1	-1	1597	60
light will light up	11.039999961853027	0	-1	1597	60
for approximately 6 seconds.	11.039999961853027	0	-1	1598	60
Then engine will start.	11.039999961853027	0	-1	1598	60
For a brief second, the	12.0	0	-1	1598	60
RED	12.0	1	-1	1598	60
OIL	12.0	1	-1	1598	60
PRESSURE	12.0	1	-1	1599	60
light will flash - this is normal.	12.0	0	-1	1599	60
3.	12.0	0	2	1600	60
After the engine starts there will be a 10 second delay before the compressor will engage.	12.0	0	-1	1600	60
Once you hear the engine RPMs drop, this means the compressor is now engaged and the	12.0	0	-1	1601	60
unit is fully operational.	12.0	0	-1	1602	60
NOTE	12.0	1	-1	1603	60
– If the engine stalls for any reason, press the	12.0	0	-1	1603	60
RED	12.0	1	-1	1603	60
stop button (3) twice.	12.0	0	-1	1603	60
Wait at	12.0	0	-1	1603	60
least a minute before attempting to restart.	12.0	0	-1	1604	60
The engine will not restart properly if it is under	12.0	0	-1	1604	60
a compressed air load	12.0	0	-1	1605	60
.	12.0	0	-1	1605	60
Stop/Emergency Stop	12.0	1	-1	1606	60
Push the	12.0	0	-1	1607	60
RED	12.0	1	-1	1607	60
Stop button 1 time and the power unit will shut down.	12.0	0	-1	1607	60
<img0181>	-1.0	-1	-1	1608	60
2	9.960000038146973	1	2	1609	60
3	9.960000038146973	1	2	1610	60
1	9.960000038146973	1	2	1611	60
VMDS Technical and Operators Manual	9.960000038146973	0	-1	1612	61
ver 2019.2.l	9.960000038146973	0	-1	1612	61
61	12.0	0	2	1613	61
7.2	12.0	1	0	1614	61
VMDS OPERATION PROCEDURES	12.0	1	-1	1614	61
The VMDS has several methods of operation which include two (2) discharge hoses with D-Baled	12.0	0	-1	1615	61
handles and nozzle(s), front and rear spray bars and a monitor.	12.0	0	-1	1616	61
There are specific hose connection	12.0	0	-1	1616	61
configurations (see Section 10.2 of this manual) for each specific operational mode.	12.0	0	-1	1617	61
The graphic	12.0	0	-1	1617	61
below shows the location of truck and trailer components.	12.0	0	-1	1618	61
Refer to Section 2.0 (Location and	12.0	0	-1	1618	61
Description of Operator Controls and Indicators) of this manual for additional system locators.	12.0	0	-1	1619	61
Truck and trailer tanks cannot be used simultaneously.	12.0	0	-1	1620	61
Operator may, however, begin agitation of	12.0	0	-1	1620	61
decontaminant in one tank while conducting mission operations with the other tank.	12.0	0	-1	1621	61
When in	12.0	0	-1	1621	61
DRAFT mode, no other operations are possible.	12.0	0	-1	1622	61
Fill the fluid tank(s).  The fluid tank(s) may be filled by a hose through the hopper blender or	12.0	0	-1	1623	61
straight into the tank.	12.0	0	-1	1624	61
Do not attempt to attach the Power Unit directly to a fire hydrant!	12.0	1	-1	1624	61
During filling operations, monitor the water level at all times by looking in the hopper-blender	12.0	0	-1	1625	61
hole or at the fluid tank level indicator (measuring tape).   Use clean water when possible.	12.0	0	-1	1626	61
If you	12.0	0	-1	1626	61
are drafting from a natural water source, such as a stream, pond or lake you MUST use the strainer	12.0	0	-1	1627	61
and a bucket to ensure that particles and/or debris are not drafted into the system.	12.0	0	-1	1628	61
These materials	12.0	0	-1	1628	61
can clog lines and damage the pump.	12.0	0	-1	1629	61
7.2.1	12.0	1	0	1630	61
Suction Main Hose (SM)	12.0	1	-1	1630	61
This is the main fluid hose that draws liquid into the power unit from the tank.	12.0	0	-1	1631	61
