prefix	c0	content	size	face	marker	line	page	x0	y0	x1	y1	caption	mask	spacing	chunk	group	type	section	subsection	subsubsection	title	section_tag	image_url
1	1.5 in.  Cone Nozzle	1.5 in.  Cone Nozzle	11.039999961853027	0	2	1122	42	15.749020046657986	34.265768648398044	37.263069900811885	36.12528328943734	0	0	1.8	656	198	3	10	0	0		27	
	Provides a broader concentrated spray.	Provides a broader concentrated spray. There is a red plastic cone nozzle and	11.039999961853027	0	-1	1123	42	39.12581649481081	32.67485493361348	95.69207484426062	34.53436957465278	0	0	-3.5	657	199	1	10	0	0		27	
	two stainless steel nozzles with varying bores.	two stainless steel nozzles with varying bores. The narrower bore will typically	11.039999961853027	0	-1	1124	42	39.12581649481081	34.265768648398044	95.69139667585785	36.12528328943734	0	0	-0.3	657	199	1	10	0	0		27	
	shoot a longer, narrower stream.	shoot a longer, narrower stream.	11.039999961853027	0	-1	1125	42	39.12581649481081	35.871829408587836	63.30555934532016	37.73134404962713	0	0	-0.3	657	199	1	10	0	0		27	
1			11.039999961853027	0	2	1126	42	15.749020046657986	40.72031348642677	17.10130778792637	42.57982812746607	0	0	3.0	658	199	3	10	0	0		27	
	2-in-1 Flip-Tip	2-in-1 Flip-Tip	11.039999961853027	0	-1	1127	42	23.98365993125766	39.12940362487177	35.28134464438445	40.98891826591107	0	0	-3.5	659	200	1	10	0	0		27	
	Smoothbore Nozzle	Smoothbore Nozzle	11.039999961853027	0	-1	1128	42	22.238563088809745	40.72031348642677	37.02777787750843	42.57982812746607	0	0	-0.3	659	200	1	10	0	0		27	
	Provides 2 spray patterns (3/8 in. and 1/4 in.)  Red plastic.	Provides 2 spray patterns (3/8 in. and 1/4 in.)  Red plastic. Allows for	11.039999961853027	0	-1	1129	42	39.12581649481081	37.52334286468198	95.71753607855904	39.382857505721276	0	0	-5.1	660	200	1	10	0	0		27	
	adjustment of spray patterns and through-put pressure for associated	adjustment of spray patterns and through-put pressure for associated	11.039999961853027	0	-1	1130	42	39.12581649481081	39.12940362487177	95.70202796287786	40.98891826591107	0	0	-0.3	660	200	1	10	0	0		27	
	applications.	applications. DO NOT USE THE BASE THREADED OPENING FOR	11.039999961853027	1	-1	1131	42	39.12581649481081	40.72031348642677	95.71184145858865	42.663466328322286	0	0	-0.3	660	200	1	10	0	0		27	
	SPRAYING.	SPRAYING. THIS WILL DAMAGE THE THREADS .	11.039999961853027	1	-1	1132	42	39.12581649481081	42.31122334798177	81.97712617761948	44.25437618987729	0	0	-0.4	661	201	0	10	0	0		27	
1			11.039999961853027	0	2	1133	42	15.749020046657986	48.7657681860105	17.10130778792637	50.6252828270498	0	0	4.5	662	201	3	10	0	0		27	
	Monitor Stream &	Monitor Stream &	11.039999961853027	0	-1	1134	42	22.767973257825265	46.326373321841466	36.50797675637638	48.18588796288076	0	0	-4.3	663	202	1	10	0	0		27	
	Fog Nozzle	Fog Nozzle	11.039999961853027	0	-1	1135	42	25.23856318854039	47.93243408203125	34.02777777777778	49.791948723070554	0	0	-0.3	663	202	1	10	0	0		27	
	Installed on the monitor, stainless steel nozzle with an actuator that adjusts the	Installed on the monitor, stainless steel nozzle with an actuator that adjusts the	11.039999961853027	0	-1	1136	42	39.12581649481081	43.99303860134549	95.72151533139298	45.852553242384786	0	0	-5.8	664	202	1	10	0	0		27	
	liquid stream coming out of the nozzle.	liquid stream coming out of the nozzle. It is controlled at the remote-control	11.039999961853027	0	-1	1137	42	39.12581649481081	45.72031425707268	95.72002934474571	47.579828898111984	0	0	-0.1	664	202	1	10	0	0		27	
	box (lower left-hand switch). The actuator reduces the stream from the nozzle	box (lower left-hand switch). The actuator reduces the stream from the nozzle	11.039999961853027	0	-1	1138	42	39.12581649481081	47.44758605957031	95.68778642641952	49.30710070060962	0	0	-0.1	664	202	1	10	0	0		27	
	to a fan spray pattern and reduces impact pressure.	to a fan spray pattern and reduces impact pressure.	11.039999961853027	0	-1	1139	42	39.12581649481081	49.159706963433166	75.9526171715431	51.01922160447246	0	0	-0.1	664	202	1	10	0	0		27	
	NOTE**	NOTE**	11.039999961853027	1	-1	1140	42	21.571896122951134	53.55356775148951	28.90522776086346	55.484174477933635	0	0	2.5	665	203	0	10	0	0		27	
	A NOZZLE MUST BE ATTACHED TO THE HANDSET AT ALL TIMES	A NOZZLE MUST BE ATTACHED TO THE HANDSET AT ALL TIMES	11.039999961853027	1	-1	1141	42	39.12581649481081	52.86352754843356	95.3180051317402	54.670071842694526	0	0	-2.6	666	204	1	10	0	0		27	
	FOR PROPER OPERATION.	FOR PROPER OPERATION.	11.039999961853027	1	-1	1142	42	39.12581649481081	54.45696127535117	62.99183166104984	56.26350556961214	0	0	-0.2	666	204	1	10	0	0		27	
	<img0094>	<img0094>	-1.0	-1	-1	1143	42	14.46078431372549	57.44065949411104	32.23039215686275	71.1212158203125	0	1	1.2	667	205	0	10	0	0		27	
1	/2” NST D-Bale Handset	/2” NST D-Bale Handset	9.0	1	2	1144	42	13.02352980071423	71.89823497425427	30.99836711010902	73.4720942950008	0	0	0.8	668	205	3	10	0	0		27	
	w/ Fogging	w/ Fogging Nozzle attached	9.960000038146973	1	-1	1145	42	13.02352980071423	73.21107652452257	32.0964040319904	74.95282105725221	0	0	-0.3	668	205	1	10	0	0		27	
	<img0095>	<img0095>	-1.0	-1	-1	1146	42	17.856208950865504	75.21477130928426	30.036110971488206	85.67083339498501	0	1	0.3	668	205	1	10	0	0		27	
	1/2 in.	1/2 in. Smoothbore	9.0	1	-1	1147	42	15.35686293458627	86.47727580985638	27.615685556449144	88.05113513060292	0	0	0.8	669	205	1	10	0	0		27	
	Nozzle	Nozzle	9.0	1	-1	1148	42	19.238561742446002	87.79545793629657	23.763070698657067	89.3693172570431	0	0	-0.3	669	205	1	10	0	0		27	
	<img0096>	<img0096>	-1.0	-1	-1	1149	42	79.90196078431373	61.81578588004064	86.3970588235294	73.23611481021149	0	1	-27.6	670	206	0	10	0	0		27	
	3/8 in. - 1/4 in.	3/8 in. - 1/4 in. Flip Tip	9.0	1	-1	1150	42	75.58006336486417	74.17096224698155	90.34476685368158	75.74482156772807	0	0	0.9	671	207	1	10	0	0		27	
	Smoothbore Nozzle	Smoothbore Nozzle	9.0	1	-1	1151	42	76.68300454133477	75.47777734621607	89.26633947035846	77.0516366669626	0	0	-0.3	671	207	1	10	0	0		27	
	Stainless-steel Smoothbore	Stainless-steel Smoothbore	9.0	1	-1	1152	42	46.20424657086142	72.9133837150805	63.3669984106924	74.48724303582702	0	0	-4.1	672	207	1	10	0	0		27	
	Nozzles 5/16” and ½”	Nozzles 5/16” and ½”	9.0	1	-1	1153	42	47.91012932272518	74.21641494288589	61.67320301330167	75.79027426363243	0	0	-0.3	672	207	1	10	0	0		27	
	<img0097>	<img0097>	-1.0	-1	-1	1154	42	65.97222222222223	78.28636554756551	94.00326597924327	88.63990090110086	0	1	2.5	673	208	0	10	0	0		27	
	Monitor Stream & Fog	Monitor Stream & Fog	9.0	1	-1	1155	42	71.69771381452972	87.53787724658697	86.56242221009498	89.1117365673335	0	0	-1.1	674	209	1	10	0	0		27	
	Nozzle	Nozzle	9.0	1	-1	1156	42	76.87908496732027	88.85605937302715	81.40359517016442	90.42991869377369	0	0	-0.3	674	209	1	10	0	0		27	
	<img0098>	<img0098>	-1.0	-1	-1	1157	42	56.127450980392155	60.426769834576234	61.364377090354374	70.8434365012429	0	1	-30.0	675	210	0	10	0	0		27	
	<img0099>	<img0099>	-1.0	-1	-1	1158	42	49.73039315416922	78.01515213166824	54.75490295809079	84.54293145073785	0	1	7.2	676	210	0	10	0	0		27	
	<img0100>	<img0100>	-1.0	-1	-1	1159	42	47.41012972164778	60.36995011146623	52.58987027835223	70.50252586904199	0	1	-24.2	677	210	0	10	0	0		27	
	Stainless-steel	Stainless-steel	9.0	1	-1	1160	42	47.733660928564134	87.0530330773556	56.843472150416154	88.62689239810211	0	0	16.6	678	211	1	10	0	0		27	
	Fogging Nozzle	Fogging Nozzle	9.0	1	-1	1161	42	47.30228598600899	88.37121520379577	57.281045352711395	89.9450745245423	0	0	-0.3	678	211	1	10	0	0		27	
	VMDS Technical and Operators Manual	VMDS Technical and Operators Manual ver 2019.2.l	9.960000038146973	0	-1	1162	43	11.768627790064594	4.375376845851089	82.82171511182598	6.103285876187412	0	1	-85.6	679	212	0	10	0	0		27	
43			12.0	0	2	1163	43	11.768627790064594	91.77726976799244	14.490196128296697	93.85909263533776	0	1	85.7	680	212	0	10	0	0		27	
5.0	VMDS COMPONENT INSTALLATION	VMDS COMPONENT INSTALLATION	12.0	1	0	1164	43	11.768627790064594	8.918178442752723	49.96895384944342	11.016663638028232	0	0	-84.9	681	212	0	11	0	0	VMDS COMPONENT INSTALLATION	28	
	WARNING!	WARNING! NEVER lift, load or unload the VMDS with liquid in the tanks .	12.0	1	-1	1165	43	22.062092201382505	12.391922690651635	89.23202215456496	14.504044465344363	0	0	1.4	682	212	0	11	0	0		28	
	Completely empty fluid tank(s) before lifting system.	Completely empty fluid tank(s) before lifting system. Tank damage could occur, and	12.0	0	-1	1166	43	22.062092201382505	14.134345391784052	88.73496460758783	16.155557921438508	0	0	-0.4	683	213	1	11	0	0		28	
	the weight of the liquid could destabilize the forklift resulting in severe injury or	the weight of the liquid could destabilize the forklift resulting in severe injury or	12.0	0	-1	1167	43	22.101306291966658	15.876768092916471	88.74182607613358	17.897979659263534	0	0	-0.3	683	213	1	11	0	0		28	
	damage to the tanks and forklift operator.  Properly drain all liquid from the tanks	damage to the tanks and forklift operator.  Properly drain all liquid from the tanks	12.0	0	-1	1168	43	22.709149628682855	17.619190794048887	88.68366316253064	19.640402360395953	0	0	-0.3	683	213	1	11	0	0		28	
	prior to commencing loading/unloading operations.	prior to commencing loading/unloading operations.	12.0	0	-1	1169	43	22.709149628682855	19.361613495181306	63.56045592064951	21.382825061528372	0	0	-0.3	683	213	1	11	0	0		28	
	WARNING!	WARNING! When lifting, loading and unloading the tanks or power unit NEVER	12.0	1	-1	1170	43	22.062092201382505	24.588889305037682	88.71012170330371	26.70101011642302	0	0	3.2	684	214	0	11	0	0		28	
	stand under or place any body part underneath!  Using the proper forklift is the	stand under or place any body part underneath!  Using the proper forklift is the ONLY	12.0	0	-1	1171	43	22.160129921109068	26.3313120061701	88.74182607613358	28.352523572517164	0	0	-0.4	684	214	1	11	0	0		28	
	recommended manner of loading and unloading VMDS power unit.	recommended manner of loading and unloading VMDS power unit.	12.0	0	-1	1172	43	22.669935538098702	28.07373470730252	76.38888888888889	30.094946273649583	0	0	-0.3	684	214	1	11	0	0		28	
	WARNING!	WARNING! Never place any body part under the power unit or tanks when lifting,	12.0	1	-1	1173	43	21.51307249380872	33.304796315202815	88.71798047832414	35.416917126588146	0	0	3.2	685	215	0	11	0	0		28	
	loading or unloading!	loading or unloading! Never lift, load or unload power unit or tanks overhead! Doing	12.0	0	-1	1174	43	22.767973257825265	35.04722286956479	88.71701309104371	37.068434435911854	0	0	-0.4	685	215	1	11	0	0		28	
	so may result in injury or death!	so may result in injury or death!	12.0	0	-1	1175	43	23.12091503267974	36.78964942392677	48.772874221303105	38.81086099027384	0	0	-0.3	685	215	1	11	0	0		28	
5.1	TANK INSTALLATION	TANK INSTALLATION	12.0	1	0	1176	43	11.768627790064594	40.288127552379265	36.40032749550016	42.386615637576945	0	0	1.5	686	216	0	11	1	0	TANK INSTALLATION	29	
	When transported in the bed of a vehicle or on a trailer, all VMDS modules	When transported in the bed of a vehicle or on a trailer, all VMDS modules MUST be properly	12.0	1	-1	1177	43	11.768627790064594	43.759344081686	88.73987135544321	45.87146489307134	0	0	1.4	687	216	0	11	1	0		29	
	secured to the vehicle for platform stability and to ensure the unit is not damaged during transport.	secured to the vehicle for platform stability and to ensure the unit is not damaged during transport.	12.0	0	-1	1178	43	11.768627790064594	45.50177063604798	88.72091255935969	47.52298220239505	0	0	-0.4	687	216	1	11	1	0		29	
	It is the Operator’s responsibility to securely restrain the VMDS to the transport platform.	It is the Operator’s responsibility to securely restrain the VMDS to the transport platform.	12.0	1	-1	1179	43	11.768627790064594	47.25782606336806	88.69640873927696	49.35631414856574	0	0	-0.3	687	216	1	11	1	0		29	
	Tanks, the power unit and their skids should be restrained on forward, aft, sides and vertical	Tanks, the power unit and their skids should be restrained on forward, aft, sides and vertical	12.0	1	-1	1180	43	11.768627790064594	49.000248764500476	88.70622223498775	51.098736849698156	0	0	-0.4	688	217	0	11	1	0		29	
	axes.	axes. Use the 2-soldier, triple check system to ensure the tanks and power unit are securely	12.0	1	-1	1181	43	11.768627790064594	50.7290425926748	88.68172838796977	52.84116340406013	0	0	-0.4	688	217	0	11	1	0		29	
	strapped down.  Failure to do so, especially when the tanks are filled and begin to move, could	strapped down.  Failure to do so, especially when the tanks are filled and begin to move, could	12.0	0	-1	1182	43	11.768627790064594	52.47146529380721	88.68432138480392	54.49267686015428	0	0	-0.4	688	217	1	11	1	0		29	
	injure, crush or cause severe injury or death or catastrophic damage to other equipment.	injure, crush or cause severe injury or death or catastrophic damage to other equipment. Three (3)	12.0	0	-1	1183	43	11.768627790064594	54.21641571353181	88.73987135544321	56.23762727987887	0	0	-0.3	688	217	1	11	1	0		29	
	10,000 lb. tie-down straps (shown below) are supplied with the VMDS Power Unit and three (3)	10,000 lb. tie-down straps (shown below) are supplied with the VMDS Power Unit and three (3)	12.0	0	-1	1184	43	11.768627790064594	55.95883841466422	88.72517105800654	57.98004998101129	0	0	-0.3	688	217	1	11	1	0		29	
	10,000 lb. tie-down straps are supplied for each 750-Gallon Tanks (9 total for the VMDS system	10,000 lb. tie-down straps are supplied for each 750-Gallon Tanks (9 total for the VMDS system	12.0	0	-1	1185	43	11.768627790064594	57.701264969026205	88.71015162249796	59.72247653537327	0	0	-0.3	688	217	1	11	1	0		29	
	“kit”) for this purpose.	“kit”) for this purpose.	12.0	0	-1	1186	43	11.768627790064594	59.443687670158624	30.983659332873774	61.46489923650569	0	0	-0.3	688	217	1	11	1	0		29	
	WARNING!	WARNING! Always securely restrain all VMDS components to the transport	12.0	1	-1	1187	43	27.218954547557956	80.35656707455414	92.15326246872446	82.46868403270992	0	0	18.9	689	218	0	11	1	0		29	
	platform before transport of any kind.	platform before transport of any kind. Failure to do so may result in injury or	12.0	0	-1	1188	43	27.218954547557956	82.09898977568656	88.67973377502042	84.12020134203362	0	0	-0.4	689	218	1	11	1	0		29	
	death and damage to the system!	death and damage to the system! Follow manufacturer’s instructions.	12.0	0	-1	1189	43	27.218954547557956	83.8414201832781	82.40849613364226	85.86263174962517	0	0	-0.3	689	218	1	11	1	0		29	
	<img0101>	<img0101>	-1.0	-1	-1	1190	43	12.173202614379084	13.554289846709281	21.36437908496732	19.867421159840596	0	1	-72.3	690	219	0	11	1	0		29	
	<img0102>	<img0102>	-1.0	-1	-1	1191	43	12.132352941176471	23.849749324297665	21.323529411764707	30.16288063742898	0	1	4.0	691	219	0	11	1	0		29	
	<img0103>	<img0103>	-1.0	-1	-1	1192	43	12.581699346405228	32.3396470811632	21.772875816993466	38.65277839429451	0	1	2.2	692	219	0	11	1	0		29	
	<img0104>	<img0104>	-1.0	-1	-1	1193	43	33.235293120340586	62.80429339168048	61.63398892271753	79.26262749565973	0	1	24.2	693	219	0	11	1	0		29	
	<img0105>	<img0105>	-1.0	-1	-1	1194	43	14.362745347365834	80.61237527866557	23.96241730334712	87.20328591086648	0	1	1.3	694	219	0	11	1	0		29	
	10,000 lb.	10,000 lb. Tie Down Strap	9.0	1	-1	1195	43	39.8120905059615	75.73535032946654	56.51634066712623	77.30920965021308	0	0	-11.5	695	219	0	11	1	0		29	
	VMDS Technical and Operators Manual	VMDS Technical and Operators Manual ver 2019.2.l	9.960000038146973	0	-1	1196	44	11.768627790064594	4.375376845851089	82.82171511182598	6.103285876187412	0	1	-72.9	696	219	0	11	1	0		29	
44			12.0	0	2	1197	44	11.768627790064594	91.77726976799244	14.490196128296697	93.85909263533776	0	1	85.7	697	219	0	11	1	0		29	
	NOTE:	NOTE: Secure the tank to the bed of the truck or trailer in the following   manner. NO OTHER	12.0	1	-1	1198	44	11.768627790064594	8.904541863335504	88.73987135544321	11.016663638028232	0	0	-85.0	698	219	0	11	1	0		29	
	METHOD OF SECURING THE TANK TO THE TRUCK/TRAILER IS AUTHORIZED:	METHOD OF SECURING THE TANK TO THE TRUCK/TRAILER IS AUTHORIZED:	12.0	1	-1	1199	44	11.768627790064594	10.663128862477313	88.74182607613358	12.761614057752823	0	0	-0.4	699	219	0	11	1	0		29	
	Three (3) 10,000 lb cargo tie-down ratchet straps are used on the tank and passed over the tank at	Three (3) 10,000 lb cargo tie-down ratchet straps are used on the tank and passed over the tank at	12.0	0	-1	1200	44	11.768627790064594	12.391922690651635	88.706212261923	14.413135220306089	0	0	-0.4	700	220	1	11	1	0		29	
	the guides, welded to the top of the tank.  The guides correspond to D-rings on the truck/trailer	the guides, welded to the top of the tank.  The guides correspond to D-rings on the truck/trailer	12.0	0	-1	1201	44	11.768627790064594	14.134345391784052	88.72125164356108	16.155557921438508	0	0	-0.3	700	220	1	11	1	0		29	
	bed.   The tank’s notched front lip must be butted up against the front wall of the truck/trailer bed;	bed.   The tank’s notched front lip must be butted up against the front wall of the truck/trailer bed;	12.0	0	-1	1202	44	11.768627790064594	15.876768092916471	88.74182607613358	17.897979659263534	0	0	-0.3	700	220	1	11	1	0		29	
	the lip prevents the tank from shifting forward in a sudden braking event.	the lip prevents the tank from shifting forward in a sudden braking event. Attach the free hook end	12.0	0	-1	1203	44	11.768627790064594	17.619190794048887	88.71407103694342	19.640402360395953	0	0	-0.3	700	220	1	11	1	0		29	
	of the strap on the driver’s side and run the straps over the guides and under the storage basket to	of the strap on the driver’s side and run the straps over the guides and under the storage basket to	12.0	0	-1	1204	44	11.768627790064594	19.361613495181306	88.73791663475286	21.382825061528372	0	0	-0.3	700	220	1	11	1	0		29	
	secure.  Attach the ratchet end of the strap on the passenger side of the vehicle or trailer.	secure.  Attach the ratchet end of the strap on the passenger side of the vehicle or trailer. Check	12.0	0	-1	1205	44	11.768627790064594	21.104043902772847	88.74182607613358	23.12525546911991	0	0	-0.3	700	220	1	11	1	0		29	
	straps for tightness as part of daily PMCS.	straps for tightness as part of daily PMCS. Refer to the diagram below for the only authorized tie	12.0	0	-1	1206	44	11.768627790064594	22.846466603905267	88.66405611723856	24.86767817025233	0	0	-0.3	700	220	1	11	1	0		29	
	down procedure.	down procedure.	12.0	0	-1	1207	44	11.768627790064594	24.588889305037682	25.924837199691076	26.61010087138475	0	0	-0.3	700	220	1	11	1	0		29	
5.2	POWER UNIT INSTALLATION	POWER UNIT INSTALLATION	12.0	1	0	1208	44	11.768627790064594	73.42701921559343	43.537583693959355	75.52550344756156	0	0	46.8	701	221	0	11	2	0	POWER UNIT INSTALLATION	30	
	The Power Unit is bolted to its skid platform and the platform is tied down to the truck using cargo	The Power Unit is bolted to its skid platform and the platform is tied down to the truck using cargo	12.0	0	-1	1209	44	11.768627790064594	76.90202346955887	88.73595194099775	78.92323503590593	0	0	1.4	702	222	1	11	2	0		30	
	straps attached to D-rings on the truck, with the straps lying on the top surface of the platform and	straps attached to D-rings on the truck, with the straps lying on the top surface of the platform and	12.0	0	-1	1210	44	11.768627790064594	78.6444461706913	88.74183604919833	80.66565773703836	0	0	-0.3	702	222	1	11	2	0		30	
	under the Power Unit itself.	under the Power Unit itself. Insert blocks between the sides of the platform and the walls of the	12.0	0	-1	1211	44	11.768627790064594	80.38686887182371	88.69837343303207	82.40808043817077	0	0	-0.3	702	222	1	11	2	0		30	
	truck to prevent the platform from shifting side to side.	truck to prevent the platform from shifting side to side. The Power Unit has (4) “D” rings (2 on	12.0	0	-1	1212	44	11.768627790064594	82.12929157295613	88.71733222911561	84.1505031393032	0	0	-0.3	702	222	1	11	2	0		30	
	each side of the Power Unit) that are to be used as alternate tie downs if the platform is not used.	each side of the Power Unit) that are to be used as alternate tie downs if the platform is not used.	12.0	0	-1	1213	44	11.768627790064594	83.87172198054768	88.74182607613358	85.89293354689474	0	0	-0.3	702	222	1	11	2	0		30	
	The Power Unit can be strapped down to the truck’s tie down D-rings to secure it if not using the	The Power Unit can be strapped down to the truck’s tie down D-rings to secure it if not using the	12.0	0	-1	1214	44	11.768627790064594	85.61414468168009	88.73202255348754	87.63535624802715	0	0	-0.3	702	222	1	11	2	0		30	
	Power Unit platform.	Power Unit platform.	12.0	0	-1	1215	44	11.768627790064594	87.35605875651042	28.983660928564134	89.37727032285748	0	0	-0.3	702	222	1	11	2	0		30	
	<img0106>	<img0106>	-1.0	-1	-1	1216	44	30.59640522875817	50.90530087249448	69.4003236060049	68.36110895330256	0	1	-38.5	703	223	0	11	2	0		30	
	<img0107>	<img0107>	-1.0	-1	-1	1217	44	18.545751633986928	28.332072556620897	82.43464052287582	50.49116346571181	0	1	-40.0	704	223	0	11	2	0		30	
	Figure 51.	Figure 51. Strap positions (gold arrows) for tanks and power unit platform	12.0	0	-1	1218	44	22.003268572240096	68.68611345387468	79.50163199231515	70.70732502022176	1	0	18.2	705	223	0	11	2	0		30	data/dod/vmds_TM/images/img0107.jpg
	VMDS Technical and Operators Manual	VMDS Technical and Operators Manual ver 2019.2.l	9.960000038146973	0	-1	1219	45	11.768627790064594	4.375376845851089	82.82171511182598	6.103285876187412	0	1	-66.3	706	223	0	11	2	0		30	
45			12.0	0	2	1220	45	11.768627790064594	91.77726976799244	14.490196128296697	93.85909263533776	0	1	85.7	707	223	0	11	2	0		30	
	Figure 52.	Figure 52. Strap Locations on the Power Unit Platform (use three straps)	12.0	0	-1	1221	45	21.51307249380872	42.168434220131	78.97712358462265	44.18964578647807	1	0	-51.7	708	223	0	11	2	0		30	data/dod/vmds_TM/images/img0107.jpg
5.3	SPRAY BARS – ATTACHMENT & OPERATION PROCEDURES	SPRAY BARS – ATTACHMENT & OPERATION PROCEDURES	12.0	1	0	1222	45	11.768627790064594	52.63661856603141	72.18790989296109	54.73510279799953	0	0	8.4	709	223	0	11	3	0	SPRAY BARS – ATTACHMENT & OPERATION PROCEDURES	31	
	The spray bars themselves are designed with four (4) ½-inch, 80-degree fan spray tips producing	The spray bars themselves are designed with four (4) ½-inch, 80-degree fan spray tips producing	12.0	0	-1	1223	45	11.768627790064594	56.39823374122081	88.71732225605086	58.41944530756787	0	0	1.7	710	224	1	11	3	0		31	
	~ 60 psi each at the tip.  The 8-foot spray bars also designed to be universally fit-enabled by an	~ 60 psi each at the tip.  The 8-foot spray bars also designed to be universally fit-enabled by an	12.0	0	-1	1224	45	11.768627790064594	58.140656442353226	88.7359619140625	60.16186800870029	0	0	-0.3	710	224	1	11	3	0		31	
	adjustable slide bracket mechanism which allows up to 2” of lateral adjustability (shown below).	adjustable slide bracket mechanism which allows up to 2” of lateral adjustability (shown below).	12.0	0	-1	1225	45	11.768627790064594	59.8830829967152	89.23005746080985	61.904294563062265	0	0	-0.3	710	224	1	11	3	0		31	
	This mechanism also allows for interchangeability between the Front Spray Bar (FSB) mounts on	This mechanism also allows for interchangeability between the Front Spray Bar (FSB) mounts on	12.0	0	-1	1226	45	11.768627790064594	61.62550569784762	88.729090472452	63.646717264194685	0	0	-0.3	710	224	1	11	3	0		31	
	the M1083 5-ton FMTV variants.  The FSBs also have “wings” or outriggers to extend the spraying	the M1083 5-ton FMTV variants.  The FSBs also have “wings” or outriggers to extend the spraying	12.0	0	-1	1227	45	11.768627790064594	63.3679322522096	88.71600581150429	65.38914381855666	0	0	-0.3	710	224	1	11	3	0		31	
	pattern wider (up to 32 feet wide) and a total of 8 fan spray tips/nozzles.	pattern wider (up to 32 feet wide) and a total of 8 fan spray tips/nozzles.	12.0	0	-1	1228	45	11.768627790064594	65.11035495334202	69.32516160354116	67.13156651968909	0	0	-0.3	710	224	1	11	3	0		31	
	The Rear Spray Bars (RSBs) are also a universal fit and can be mounted on the rear of the M1083	The Rear Spray Bars (RSBs) are also a universal fit and can be mounted on the rear of the M1083	12.0	0	-1	1229	45	11.768627790064594	68.59520806206598	88.72516108494179	70.61641962841304	0	0	1.5	711	224	1	11	3	0		31	
	FMTV style trucks and the M1095 series trailers.  The spray bars are held in place with the clevis	FMTV style trucks and the M1095 series trailers.  The spray bars are held in place with the clevis	12.0	0	-1	1230	45	11.768627790064594	70.33763076319839	88.71309367659825	72.35884232954545	0	0	-0.3	711	224	1	11	3	0		31	
	pins on the shackle mounts.	pins on the shackle mounts.	12.0	0	-1	1231	45	11.768627790064594	72.08005346433082	34.49836681091708	74.10126503067788	0	0	-0.3	711	224	1	11	3	0		31	
	WARNING	WARNING ! NEVER stand on the spray bar. Doing so may cause injury and/or system	12.0	1	-1	1232	45	19.983660629372192	75.5686904444839	88.70523490157782	77.68080740263969	0	0	1.5	712	225	0	11	3	0		31	
	damage.	damage.	12.0	0	-1	1233	45	21.238561393388736	77.31111314561632	28.316993962705524	79.3323247119634	0	0	-0.4	712	225	0	11	3	0		31	
	<img0108>	<img0108>	-1.0	-1	-1	1234	45	11.764705882352942	26.955806847774625	29.117646560170293	39.424241191208964	0	1	-52.4	713	225	0	11	3	0		31	
	<img0109>	<img0109>	-1.0	-1	-1	1235	45	61.69934740253523	26.685606831251974	78.12908895654616	39.678030303030305	0	1	-12.7	714	226	1	11	3	0		31	
	Power Unit Tie Down Locations	Power Unit Tie Down Locations	9.0	1	-1	1236	45	34.16503208135468	39.895706947403724	54.63398453456904	41.46957012137982	0	0	0.2	714	226	1	11	3	0		31	
	<img0110>	<img0110>	-1.0	-1	-1	1237	45	11.27450980392157	74.91919006964173	20.465686274509803	81.23232138277305	0	1	33.4	715	227	0	11	3	0		31	
	<img0111>	<img0111>	-1.0	-1	-1	1238	45	18.30065359477124	10.909093991674558	43.4640522875817	25.492427325007892	0	1	-70.3	716	227	0	11	3	0		31	
	<img0112>	<img0112>	-1.0	-1	-1	1239	45	53.02287581699346	10.92802876173848	78.83986928104575	25.890149973859693	0	1	-14.6	717	227	0	11	3	0		31	
	VMDS Technical and Operators Manual	VMDS Technical and Operators Manual ver 2019.2.l	9.960000038146973	0	-1	1240	46	11.768627790064594	4.375376845851089	82.82171511182598	6.103285876187412	0	1	-21.5	718	227	0	11	3	0		31	
46			12.0	0	2	1241	46	11.768627790064594	91.77726976799244	14.490196128296697	93.85909263533776	0	1	85.7	719	227	0	11	3	0		31	
	Figure 53.	Figure 53. Rear Spray Bar attached to rear of the trailer	12.0	0	-1	1242	46	28.297384424147264	31.562371687455613	72.18790989296109	33.58358518041746	1	0	-62.3	720	227	0	11	3	0		31	data/dod/vmds_TM/images/img0112.jpg
	Figure 54.	Figure 54. Adjustable Slide Bracket for Spray Bars (Front and Rear)	12.0	0	-1	1243	46	23.17973866182215	62.92853692565302	77.33006695516748	64.94974463877053	1	0	29.3	721	227	0	11	3	0		31	data/dod/vmds_TM/images/img0112.jpg
	There are 2 different universal spray bar mounts.  The one pictured below with the	There are 2 different universal spray bar mounts.  The one pictured below with the SHORT	12.0	1	-1	1244	46	11.768627790064594	66.41338618114742	88.73792660781761	68.5255031393032	0	0	1.5	722	227	0	11	3	0		31	
	extension will	extension will ALWAYS be mounted on the FRONT of the truck ONLY .  The other pictured	12.0	1	-1	1245	46	11.768627790064594	68.15580888227983	88.72908049938725	70.26792584043561	0	0	-0.4	722	227	0	11	3	0		31	
	below with the	below with the LONG extension will be either mounted on the REAR of the truck or trailer.  The	12.0	1	-1	1246	46	11.768627790064594	69.89823158341225	88.73986138237848	72.01034854156804	0	0	-0.4	722	227	0	11	3	0		31	
	slide will be	slide will be retracted and tightened down for placement on the rear of the truck.  The slide will	12.0	1	-1	1247	46	11.768627790064594	71.6406619910038	88.74182607613358	73.75277894915956	0	0	-0.4	722	227	0	11	3	0		31	
